SalesID,InventoryID,QuantitySold,SalesDate,Price
SAL02748,INV10052,37,2021-10-05,494.16
SAL02749,INV06261,77,2025-10-13,493.34
SAL02750,INV12204,90,2021-06-01,345.98
SAL02751,INV02895,53,2023-07-15,170.7
SAL02752,INV02070,41,2021-12-20,68.24
SAL02753,INV10742,34,2024-12-31,225.89
SAL02754,INV07917,19,2023-07-01,347.84
SAL02755,INV05491,97,2021-06-29,235.46
SAL02756,INV06481,34,2025-07-18,127.22
SAL02757,INV06752,38,2024-10-28,410.7
SAL02758,INV09736,9,2025-09-28,328.91
SAL02759,INV01612,3,2022-10-17,151.48
SAL02760,INV08021,67,2024-09-29,239.61
SAL02761,INV09765,33,2022-12-13,109.22
SAL02762,INV12734,10,2024-12-24,142.3
SAL02763,INV04764,26,2021-05-13,136.39
SAL02764,INV08025,20,2024-02-01,423.62
SAL02765,INV09505,90,2024-01-16,408.07
SAL02766,INV14095,18,2022-08-18,10.82
SAL02767,INV14897,30,2025-12-31,81.49
SAL02768,INV11513,69,2022-09-07,280.19
SAL02769,INV08529,87,2025-10-10,45.0
SAL02770,INV01878,53,2021-11-19,488.19
SAL02771,INV14319,60,2024-12-28,35.31
SAL02772,INV04415,83,2024-12-24,205.59
SAL02773,INV06380,11,2024-12-05,395.26
SAL02774,INV13775,4,2024-07-30,158.0
SAL02775,INV14298,72,2021-12-23,336.64
SAL02776,INV12914,94,2025-06-14,414.02
SAL02777,INV01339,65,2023-01-11,455.38
SAL02778,INV11218,53,2023-11-08,300.36
SAL02779,INV11355,48,2022-04-05,172.07
SAL02780,INV09077,44,2021-09-06,195.81
SAL02781,INV09736,31,2022-02-16,62.49
SAL02782,INV06577,43,2025-06-11,319.7
SAL02783,INV02366,87,2021-10-12,413.65
SAL02784,INV12378,99,2022-04-30,435.24
SAL02785,INV09103,86,2025-06-07,253.69
SAL02786,INV00071,40,2023-10-09,303.31
SAL02787,INV04599,86,2021-02-23,32.61
SAL02788,INV08533,35,2023-01-10,474.3
SAL02789,INV10990,67,2024-02-09,374.06
SAL02790,INV05715,97,2024-03-18,132.14
SAL02791,INV14078,20,2023-01-26,467.42
SAL02792,INV11902,81,2023-08-16,318.31
SAL02793,INV13423,47,2025-07-04,121.5
SAL02794,INV01141,16,2024-02-04,482.39
SAL02795,INV10848,73,2021-09-23,264.18
SAL02796,INV00268,20,2024-06-07,346.5
SAL02797,INV01509,13,2025-12-16,218.37
SAL02798,INV11795,58,2021-06-26,27.07
SAL02799,INV14042,60,2021-05-15,281.86
SAL02800,INV01045,17,2022-09-26,361.08
SAL02801,INV09483,91,2023-03-27,203.74
SAL02802,INV06343,30,2025-01-08,193.45
SAL02803,INV02284,94,2025-01-12,327.53
SAL02804,INV05342,9,2023-09-08,259.57
SAL02805,INV01608,25,2023-12-13,174.14
SAL02806,INV07902,89,2023-04-22,398.66
SAL02807,INV11244,71,2025-04-25,384.51
SAL02808,INV00350,69,2023-04-19,481.43
SAL02809,INV09710,83,2025-08-14,149.85
SAL02810,INV00654,55,2024-03-23,365.91
SAL02811,INV05885,85,2021-06-01,455.62
SAL02812,INV09144,37,2021-09-14,477.62
SAL02813,INV12091,97,2022-10-12,325.64
SAL02814,INV05506,68,2024-08-08,89.87
SAL02815,INV01714,59,2021-06-01,132.46
SAL02816,INV01001,9,2023-07-11,371.9
SAL02817,INV02954,27,2023-08-13,134.58
SAL02818,INV14179,60,2024-10-24,226.31
SAL02819,INV04453,18,2023-11-26,262.49
SAL02820,INV10499,28,2022-12-07,109.57
SAL02821,INV11268,99,2021-09-20,297.92
SAL02822,INV09156,74,2025-12-04,285.91
SAL02823,INV11516,8,2025-08-25,483.74
SAL02824,INV04159,13,2025-05-17,441.08
SAL02825,INV02900,1,2024-02-04,489.3
SAL02826,INV06547,84,2024-08-03,187.41
SAL02827,INV02779,33,2024-04-18,460.65
SAL02828,INV06003,47,2022-01-08,136.2
SAL02829,INV08744,25,2025-04-22,48.68
SAL02830,INV02838,64,2021-09-22,149.63
SAL02831,INV09243,4,2023-06-06,227.48
SAL02832,INV09032,18,2023-10-27,224.93
SAL02833,INV08410,84,2025-11-14,482.13
SAL02834,INV06010,43,2021-04-24,283.41
SAL02835,INV10337,18,2025-08-30,100.63
SAL02836,INV00198,33,2021-09-12,222.79
SAL02837,INV04790,89,2023-11-28,469.05
SAL02838,INV06590,75,2021-11-10,317.37
SAL02839,INV14205,72,2022-09-15,282.44
SAL02840,INV04077,50,2021-12-04,470.63
SAL02841,INV13643,97,2021-11-28,394.42
SAL02842,INV12768,61,2022-10-23,100.58
SAL02843,INV12212,70,2024-12-23,111.56
SAL02844,INV01191,82,2022-04-07,134.47
SAL02845,INV00762,63,2022-12-10,314.94
SAL02846,INV12312,15,2023-11-29,319.92
SAL02847,INV14987,23,2022-08-05,15.91
SAL02848,INV05272,62,2025-09-29,228.07
SAL02849,INV14663,37,2021-06-11,241.57
SAL02850,INV12504,84,2022-05-29,89.38
SAL02851,INV04842,4,2022-02-07,475.5
SAL02852,INV11042,90,2024-07-24,255.59
SAL02853,INV02736,48,2024-02-03,265.88
SAL02854,INV01001,22,2022-07-17,110.84
SAL02855,INV02711,42,2021-09-14,66.76
SAL02856,INV14604,24,2024-07-04,365.56
SAL02857,INV02167,29,2022-09-13,237.95
SAL02858,INV11201,96,2024-06-12,373.95
SAL02859,INV10623,22,2023-12-29,302.03
SAL02860,INV02733,89,2021-07-11,71.78
SAL02861,INV07589,11,2023-10-27,52.27
SAL02862,INV12243,5,2024-08-05,464.14
SAL02863,INV06183,73,2021-12-12,204.25
SAL02864,INV12473,29,2024-04-27,21.83
SAL02865,INV02139,64,2024-04-04,15.58
SAL02866,INV13614,70,2021-11-12,224.63
SAL02867,INV09624,71,2021-12-17,49.89
SAL02868,INV04317,51,2024-09-11,311.23
SAL02869,INV01738,41,2024-07-02,269.07
SAL02870,INV03841,82,2025-01-15,325.1
SAL02871,INV06821,79,2024-05-24,79.57
SAL02872,INV07609,43,2022-11-23,459.28
SAL02873,INV06022,43,2025-09-22,174.64
SAL02874,INV09966,53,2024-02-29,131.1
SAL02875,INV04375,3,2021-03-26,59.05
SAL02876,INV13938,93,2025-08-18,64.9
SAL02877,INV01321,54,2025-11-05,409.19
SAL02878,INV05941,6,2021-02-28,303.83
SAL02879,INV11221,54,2021-06-16,361.58
SAL02880,INV00934,38,2021-04-04,491.08
SAL02881,INV08055,57,2024-08-06,143.97
SAL02882,INV01400,36,2025-04-29,181.39
SAL02883,INV00622,75,2024-03-27,438.99
SAL02884,INV03583,95,2022-06-27,336.04
SAL02885,INV12454,89,2024-08-26,467.29
SAL02886,INV04599,82,2022-03-08,297.63
SAL02887,INV07506,56,2025-04-20,301.24
SAL02888,INV04469,66,2024-03-17,88.57
SAL02889,INV06473,67,2023-05-04,304.67
SAL02890,INV08019,63,2024-06-19,275.79
SAL02891,INV01462,25,2024-08-01,476.95
SAL02892,INV12720,50,2021-03-04,110.43
SAL02893,INV01586,58,2023-10-17,108.11
SAL02894,INV14436,11,2025-12-26,442.08
SAL02895,INV07079,74,2024-07-08,392.42
SAL02896,INV05745,69,2024-01-23,426.66
SAL02897,INV08064,72,2022-08-17,142.48
SAL02898,INV10443,86,2024-08-07,407.73
SAL02899,INV10555,27,2022-09-11,37.63
SAL02900,INV04564,99,2023-09-17,157.08
SAL02901,INV12067,48,2022-05-17,488.16
SAL02902,INV12077,74,2025-07-07,487.18
SAL02903,INV14589,88,2025-07-12,469.18
SAL02904,INV01020,40,2024-11-03,40.02
SAL02905,INV12814,6,2023-04-12,371.23
SAL02906,INV09753,11,2022-09-02,44.43
SAL02907,INV07356,9,2023-07-18,465.68
SAL02908,INV04832,62,2021-05-30,369.81
SAL02909,INV13290,27,2024-11-11,262.64
SAL02910,INV14273,10,2021-05-03,152.09
SAL02911,INV11382,31,2021-11-20,395.39
SAL02912,INV04978,77,2023-06-20,348.11
SAL02913,INV04364,38,2023-05-02,305.98
SAL02914,INV07151,72,2023-09-19,115.62
SAL02915,INV13797,7,2023-08-10,153.75
SAL02916,INV07243,54,2022-02-22,443.28
SAL02917,INV11403,12,2022-11-28,76.08
SAL02918,INV14946,57,2024-05-27,470.25
SAL02919,INV06778,5,2021-10-22,247.73
SAL02920,INV11016,90,2022-10-03,316.99
SAL02921,INV09356,37,2025-10-31,208.17
SAL02922,INV11788,67,2025-01-11,98.02
SAL02923,INV06618,2,2022-10-16,461.14
SAL02924,INV10323,68,2025-02-12,486.13
SAL02925,INV05221,38,2025-10-29,285.37
SAL02926,INV07709,60,2022-12-09,108.25
SAL02927,INV12673,51,2023-03-28,277.51
SAL02928,INV12611,41,2021-09-25,300.26
SAL02929,INV14177,73,2025-04-07,77.56
SAL02930,INV04080,92,2023-01-29,219.53
SAL02931,INV04236,38,2023-11-21,294.84
SAL02932,INV10485,74,2024-02-25,463.42
SAL02933,INV03870,11,2021-08-06,22.81
SAL02934,INV06167,94,2022-10-16,93.31
SAL02935,INV14255,85,2022-05-11,174.91
SAL02936,INV04246,25,2023-08-14,172.83
SAL02937,INV12237,62,2021-09-08,294.46
SAL02938,INV05355,10,2022-07-02,71.97
SAL02939,INV11132,36,2023-07-10,436.25
SAL02940,INV05503,97,2022-05-23,173.94
SAL02941,INV04596,46,2021-10-16,438.06
SAL02942,INV13801,12,2021-07-18,87.19
SAL02943,INV09946,20,2021-04-14,464.03
SAL02944,INV02369,74,2022-08-18,187.11
SAL02945,INV05762,92,2023-02-26,24.81
SAL02946,INV06770,55,2025-11-05,271.06
SAL02947,INV10294,87,2024-06-14,212.96
SAL02948,INV00770,76,2023-05-07,413.48
SAL02949,INV03599,14,2022-05-24,137.75
SAL02950,INV06160,27,2025-11-08,194.21
SAL02951,INV09737,31,2021-11-24,384.46
SAL02952,INV00809,4,2025-07-25,22.73
SAL02953,INV14951,23,2022-11-02,479.07
SAL02954,INV05836,55,2024-03-29,382.15
SAL02955,INV01065,3,2025-01-16,396.06
SAL02956,INV07643,28,2022-10-03,223.49
SAL02957,INV08328,36,2022-01-24,314.04
SAL02958,INV01669,33,2025-04-12,318.07
SAL02959,INV09550,21,2021-11-23,462.01
SAL02960,INV03818,29,2023-10-18,294.85
SAL02961,INV04338,14,2023-11-21,209.45
SAL02962,INV05271,40,2023-08-15,413.55
SAL02963,INV01686,41,2023-10-19,342.47
SAL02964,INV05337,28,2025-12-06,463.08
SAL02965,INV03431,5,2022-09-24,205.23
SAL02966,INV10311,15,2023-10-16,111.54
SAL02967,INV10199,44,2021-02-17,477.75
SAL02968,INV08312,27,2021-07-04,493.61
SAL02969,INV05341,94,2023-03-17,447.49
SAL02970,INV12881,3,2023-11-02,371.86
SAL02971,INV13536,93,2023-07-26,222.34
SAL02972,INV03823,77,2022-05-09,432.66
SAL02973,INV06806,80,2022-03-17,260.24
SAL02974,INV11586,59,2024-04-09,255.32
SAL02975,INV01074,31,2022-12-24,480.22
SAL02976,INV00903,41,2021-04-10,335.33
SAL02977,INV03795,16,2021-04-14,414.94
SAL02978,INV02460,36,2022-07-31,23.71
SAL02979,INV08258,48,2023-10-11,189.8
SAL02980,INV12079,55,2024-05-08,193.01
SAL02981,INV04134,55,2025-12-13,372.08
SAL02982,INV10113,5,2025-09-23,240.51
SAL02983,INV02631,41,2024-09-01,153.6
SAL02984,INV00277,69,2024-10-09,343.57
SAL02985,INV00538,49,2023-08-22,75.13
SAL02986,INV11404,18,2022-08-09,205.84
SAL02987,INV07723,54,2024-01-05,129.53
SAL02988,INV03955,24,2021-01-17,94.5
SAL02989,INV08790,31,2025-10-02,297.05
SAL02990,INV11367,57,2021-08-09,123.1
SAL02991,INV11727,57,2023-06-02,192.26
SAL02992,INV05466,3,2021-10-02,498.04
SAL02993,INV10296,87,2025-12-13,126.51
SAL02994,INV00901,91,2022-06-26,349.78
SAL02995,INV14741,5,2025-01-29,393.53
SAL02996,INV07105,52,2023-01-20,382.19
SAL02997,INV00196,31,2025-04-14,229.13
SAL02998,INV08921,28,2023-04-06,321.15
SAL02999,INV07853,9,2023-01-20,342.93
SAL03000,INV13787,9,2021-04-03,425.56
SAL03001,INV03576,48,2023-04-01,352.51
SAL03002,INV03838,55,2021-04-15,366.54
SAL03003,INV03920,13,2024-03-13,325.99
SAL03004,INV02289,26,2024-02-25,252.64
SAL03005,INV10103,39,2022-02-03,127.37
SAL03006,INV14391,7,2023-01-13,458.05
SAL03007,INV13255,1,2024-02-08,461.28
SAL03008,INV08122,24,2022-08-15,13.51
SAL03009,INV04653,23,2021-05-31,223.39
SAL03010,INV11824,56,2023-03-03,45.27
SAL03011,INV01412,82,2023-10-30,340.81
SAL03012,INV06184,11,2023-07-12,258.17
SAL03013,INV01346,72,2025-04-15,420.64
SAL03014,INV01611,57,2024-02-01,319.85
SAL03015,INV09588,65,2022-07-27,111.77
SAL03016,INV05630,65,2025-08-18,359.08
SAL03017,INV10299,19,2024-06-30,342.84
SAL03018,INV12120,91,2024-10-25,497.54
SAL03019,INV10987,97,2024-06-05,315.91
SAL03020,INV13745,57,2021-09-01,68.53
SAL03021,INV12632,56,2021-09-21,112.45
SAL03022,INV10146,42,2021-07-18,429.31
SAL03023,INV08429,78,2023-03-18,400.09
SAL03024,INV00583,66,2023-02-04,409.79
SAL03025,INV01556,6,2025-06-16,36.51
SAL03026,INV05272,1,2022-11-26,434.41
SAL03027,INV09819,6,2024-02-17,120.91
SAL03028,INV03057,32,2023-01-19,201.16
SAL03029,INV07624,6,2025-03-27,111.27
SAL03030,INV11407,17,2021-10-23,441.05
SAL03031,INV04099,15,2022-02-12,152.89
SAL03032,INV14029,86,2024-05-18,286.01
SAL03033,INV01857,34,2023-11-09,219.54
SAL03034,INV01190,46,2023-04-03,166.92
SAL03035,INV03246,82,2023-10-22,256.87
SAL03036,INV08863,38,2021-03-24,15.82
SAL03037,INV10730,98,2021-04-03,22.94
SAL03038,INV11664,86,2021-03-21,242.63
SAL03039,INV06163,56,2021-10-08,481.66
SAL03040,INV01417,17,2025-01-01,259.62
SAL03041,INV05498,74,2022-11-14,492.49
SAL03042,INV04938,57,2025-07-05,110.74
SAL03043,INV00141,88,2023-08-29,294.91
SAL03044,INV07872,73,2023-11-30,368.94
SAL03045,INV12848,98,2023-07-25,421.85
SAL03046,INV06018,64,2021-11-02,222.97
SAL03047,INV02230,90,2024-05-26,445.03
SAL03048,INV01376,63,2023-11-22,375.99
SAL03049,INV12269,81,2021-10-14,186.61
SAL03050,INV08608,82,2022-11-03,29.71
SAL03051,INV05022,5,2024-06-09,359.68
SAL03052,INV09757,40,2022-10-15,473.63
SAL03053,INV11882,99,2021-11-29,282.41
SAL03054,INV14686,78,2023-03-16,481.67
SAL03055,INV13746,87,2024-06-16,168.8
SAL03056,INV05447,87,2025-02-23,57.42
SAL03057,INV04947,9,2025-09-22,435.59
SAL03058,INV09663,73,2022-09-05,48.19
SAL03059,INV02884,6,2024-04-30,133.62
SAL03060,INV01146,75,2022-11-20,317.58
SAL03061,INV11624,1,2023-11-05,22.99
SAL03062,INV13412,92,2025-08-24,179.02
SAL03063,INV01913,22,2023-11-10,112.1
SAL03064,INV13798,77,2023-12-27,353.93
SAL03065,INV03380,68,2023-10-01,73.4
SAL03066,INV00308,22,2024-12-22,170.82
SAL03067,INV08515,8,2024-02-27,99.39
SAL03068,INV00824,36,2022-09-06,282.4
SAL03069,INV13530,93,2023-08-31,492.12
SAL03070,INV07976,41,2025-07-29,61.84
SAL03071,INV13388,24,2021-02-04,367.52
SAL03072,INV13786,87,2023-01-25,208.17
SAL03073,INV06168,82,2022-11-10,161.84
SAL03074,INV09167,55,2024-10-11,49.39
SAL03075,INV10535,97,2021-08-13,40.75
SAL03076,INV06139,19,2023-05-04,442.48
SAL03077,INV08981,35,2024-04-10,391.51
SAL03078,INV00212,64,2022-09-23,125.83
SAL03079,INV06215,70,2025-06-20,218.93
SAL03080,INV06929,2,2025-01-25,484.66
SAL03081,INV09891,25,2025-11-22,190.5
SAL03082,INV03334,10,2024-11-10,198.68
SAL03083,INV08811,90,2024-07-12,489.06
SAL03084,INV10117,45,2021-02-24,225.26
SAL03085,INV00560,1,2024-05-07,38.18
SAL03086,INV09446,23,2023-08-30,97.96
SAL03087,INV04602,94,2022-06-28,421.54
SAL03088,INV03813,78,2024-09-04,175.77
SAL03089,INV12669,43,2025-05-23,365.47
SAL03090,INV06762,48,2025-05-09,457.69
SAL03091,INV12710,85,2024-03-30,225.77
SAL03092,INV07693,27,2024-03-28,439.67
SAL03093,INV11679,84,2022-04-12,140.62
SAL03094,INV00211,19,2025-01-17,156.7
SAL03095,INV01981,25,2021-04-16,299.81
SAL03096,INV04635,94,2024-04-10,16.71
SAL03097,INV07688,82,2023-09-11,123.49
SAL03098,INV08543,37,2021-12-16,42.21
SAL03099,INV13890,80,2023-12-10,498.13
SAL03100,INV00676,81,2024-07-12,335.3
SAL03101,INV07117,42,2025-01-16,416.46
SAL03102,INV01795,86,2024-06-23,395.77
SAL03103,INV07280,51,2025-05-06,153.81
SAL03104,INV09745,16,2025-09-19,117.85
SAL03105,INV13402,69,2023-02-18,491.38
SAL03106,INV07034,1,2021-10-30,266.72
SAL03107,INV10731,12,2025-08-10,433.99
SAL03108,INV11325,61,2024-10-26,379.66
SAL03109,INV10200,23,2022-05-12,265.46
SAL03110,INV11678,61,2021-03-06,328.6
SAL03111,INV01194,84,2024-03-18,195.06
SAL03112,INV00354,68,2024-12-05,383.46
SAL03113,INV08987,77,2021-08-14,248.31
SAL03114,INV07282,32,2022-01-26,355.6
SAL03115,INV05907,70,2021-02-08,233.05
SAL03116,INV05670,57,2023-06-23,448.01
SAL03117,INV01314,68,2022-10-05,125.86
SAL03118,INV13608,50,2023-05-08,142.55
SAL03119,INV02670,60,2021-11-07,196.1
SAL03120,INV08472,17,2023-04-26,187.95
SAL03121,INV12394,90,2024-11-15,355.99
SAL03122,INV08169,13,2022-02-22,142.02
SAL03123,INV12403,89,2023-04-21,484.84
SAL03124,INV10260,87,2023-10-25,280.87
SAL03125,INV13432,36,2025-05-07,82.87
SAL03126,INV03845,56,2024-06-06,470.06
SAL03127,INV04977,15,2023-08-24,475.0
SAL03128,INV00186,57,2025-11-23,327.36
SAL03129,INV00137,17,2025-10-04,322.09
SAL03130,INV13374,13,2025-02-15,171.37
SAL03131,INV03904,78,2025-01-29,202.76
SAL03132,INV01121,58,2021-05-08,41.61
SAL03133,INV11378,13,2024-12-16,278.69
SAL03134,INV14988,15,2021-10-10,261.08
SAL03135,INV06994,86,2023-11-29,153.29
SAL03136,INV02420,90,2022-03-01,467.47
SAL03137,INV08231,20,2024-02-23,482.42
SAL03138,INV08518,69,2022-10-28,498.42
SAL03139,INV07976,58,2024-09-18,187.66
SAL03140,INV02907,25,2023-09-07,436.63
SAL03141,INV12226,96,2023-12-13,436.46
SAL03142,INV14185,31,2023-02-11,139.92
SAL03143,INV10016,10,2022-10-05,414.11
SAL03144,INV10287,27,2021-12-21,272.27
SAL03145,INV12981,87,2023-07-31,77.17
SAL03146,INV04081,30,2023-12-28,340.28
SAL03147,INV07531,40,2022-12-03,232.22
SAL03148,INV06658,81,2024-01-24,228.18
SAL03149,INV01705,89,2022-12-27,468.0
SAL03150,INV07394,40,2024-10-16,231.93
SAL03151,INV04892,25,2025-05-01,440.03
SAL03152,INV12940,7,2025-11-12,127.17
SAL03153,INV01651,36,2025-01-16,264.91
SAL03154,INV02421,52,2024-10-26,287.38
SAL03155,INV12180,43,2024-08-10,37.42
SAL03156,INV09397,74,2025-07-04,121.81
SAL03157,INV07476,87,2024-11-20,228.92
SAL03158,INV10770,33,2022-06-26,352.97
SAL03159,INV13853,30,2024-06-03,203.09
SAL03160,INV05542,53,2023-09-19,160.0
SAL03161,INV07130,34,2022-01-29,473.16
SAL03162,INV10261,87,2022-05-20,348.53
SAL03163,INV08016,76,2022-07-26,40.6
SAL03164,INV06708,26,2024-02-17,41.69
SAL03165,INV09600,90,2022-09-04,294.91
SAL03166,INV09848,8,2022-04-06,244.7
SAL03167,INV09616,9,2022-09-02,454.63
SAL03168,INV08857,97,2025-04-29,185.1
SAL03169,INV09589,42,2022-08-15,433.86
SAL03170,INV00244,57,2024-12-14,414.35
SAL03171,INV13372,48,2022-03-01,176.61
SAL03172,INV13294,86,2024-11-14,410.85
SAL03173,INV08744,78,2024-12-14,493.79
SAL03174,INV10335,46,2023-09-29,356.26
SAL03175,INV03881,62,2022-10-12,40.08
SAL03176,INV11140,5,2023-09-10,107.28
SAL03177,INV03313,50,2022-12-16,50.46
SAL03178,INV11490,21,2024-02-22,78.85
SAL03179,INV05942,97,2025-06-17,364.33
SAL03180,INV14098,71,2025-01-17,299.86
SAL03181,INV05648,71,2022-07-15,34.94
SAL03182,INV12969,25,2022-08-13,176.49
SAL03183,INV11804,93,2021-09-07,36.66
SAL03184,INV12831,78,2024-03-20,364.55
SAL03185,INV00186,29,2024-10-17,135.68
SAL03186,INV08673,81,2024-01-18,137.22
SAL03187,INV06401,92,2023-02-17,378.0
SAL03188,INV13663,84,2023-03-20,496.56
SAL03189,INV08111,38,2025-08-04,73.81
SAL03190,INV02643,60,2022-12-08,127.45
SAL03191,INV14260,66,2025-05-03,95.95
SAL03192,INV10057,52,2025-07-06,200.89
SAL03193,INV00177,47,2021-10-27,319.34
SAL03194,INV13011,53,2022-08-18,496.47
SAL03195,INV08178,42,2021-03-28,184.98
SAL03196,INV12724,7,2022-08-13,378.05
SAL03197,INV09347,33,2025-01-02,378.0
SAL03198,INV13553,94,2021-06-11,32.39
SAL03199,INV06915,41,2022-12-11,443.21
SAL03200,INV14582,54,2023-06-25,476.16
SAL03201,INV09875,38,2024-09-05,117.93
SAL03202,INV08811,20,2022-06-10,430.26
SAL03203,INV11519,92,2025-03-11,224.85
SAL03204,INV01309,95,2023-09-09,336.81
SAL03205,INV00075,25,2022-03-15,169.52
SAL03206,INV04236,30,2022-02-18,391.63
SAL03207,INV04583,24,2025-08-23,65.14
SAL03208,INV02702,87,2024-01-09,286.79
SAL03209,INV06375,56,2022-07-10,18.45
SAL03210,INV01850,56,2024-02-26,448.76
SAL03211,INV00752,58,2024-11-26,81.64
SAL03212,INV09010,80,2022-07-11,85.84
SAL03213,INV02769,23,2021-10-09,50.42
SAL03214,INV01447,51,2021-08-12,116.83
SAL03215,INV06432,49,2024-06-14,16.25
SAL03216,INV11661,93,2025-02-26,416.95
SAL03217,INV05181,94,2024-04-16,153.19
SAL03218,INV12653,83,2022-05-06,272.91
SAL03219,INV00470,8,2022-05-12,283.56
SAL03220,INV01148,56,2021-04-14,321.07
SAL03221,INV06616,92,2024-10-03,143.58
SAL03222,INV08093,93,2023-12-24,19.24
SAL03223,INV10977,92,2022-04-08,156.3
SAL03224,INV02742,39,2024-07-30,137.59
SAL03225,INV10127,54,2022-04-22,248.36
SAL03226,INV05870,80,2021-04-18,239.87
SAL03227,INV04988,27,2021-07-25,249.23
SAL03228,INV09686,8,2023-04-27,184.08
SAL03229,INV02218,31,2022-11-08,57.05
SAL03230,INV08781,93,2025-01-09,307.96
SAL03231,INV04778,52,2023-08-26,239.39
SAL03232,INV04738,55,2021-07-25,185.53
SAL03233,INV11864,34,2024-10-27,325.13
SAL03234,INV09216,13,2025-04-28,225.83
SAL03235,INV12379,8,2021-10-09,258.6
SAL03236,INV08165,79,2021-01-11,271.26
SAL03237,INV11562,42,2024-02-02,41.62
SAL03238,INV06332,44,2021-11-20,456.76
SAL03239,INV11364,38,2023-04-14,292.33
SAL03240,INV04504,3,2024-08-30,363.61
SAL03241,INV09461,16,2025-12-09,262.86
SAL03242,INV11109,20,2025-12-04,308.52
SAL03243,INV06286,59,2023-09-02,324.22
SAL03244,INV04898,20,2023-09-05,413.86
SAL03245,INV02713,53,2024-08-25,183.28
SAL03246,INV03474,21,2022-02-13,347.16
SAL03247,INV04728,40,2025-03-29,145.93
SAL03248,INV07123,14,2022-08-12,274.46
SAL03249,INV08860,86,2022-10-20,483.67
SAL03250,INV06462,73,2022-08-08,412.93
SAL03251,INV14501,85,2024-08-15,35.63
SAL03252,INV04641,78,2021-05-02,124.3
SAL03253,INV10119,1,2025-04-24,466.37
SAL03254,INV01682,1,2021-07-03,414.77
SAL03255,INV04523,53,2024-08-28,497.31
SAL03256,INV05949,15,2024-03-21,356.42
SAL03257,INV11920,68,2022-04-21,352.18
SAL03258,INV03905,24,2024-01-01,35.3
SAL03259,INV08566,64,2025-02-21,42.62
SAL03260,INV12681,4,2025-01-20,39.73
SAL03261,INV14115,64,2025-10-08,486.48
SAL03262,INV14126,18,2021-03-18,87.5
SAL03263,INV07465,10,2021-12-25,180.9
SAL03264,INV05140,21,2023-05-06,431.08
SAL03265,INV10728,8,2025-12-12,436.63
SAL03266,INV08606,40,2025-09-12,212.57
SAL03267,INV10155,60,2021-12-27,302.52
SAL03268,INV08492,1,2021-03-16,109.38
SAL03269,INV06683,13,2025-09-09,36.61
SAL03270,INV14303,31,2023-03-25,332.03
SAL03271,INV00206,46,2025-06-02,378.22
SAL03272,INV07905,95,2023-10-12,75.8
SAL03273,INV07692,87,2022-01-17,305.55
SAL03274,INV00505,97,2025-03-14,109.65
SAL03275,INV12976,27,2025-11-22,84.49
SAL03276,INV02830,21,2022-08-16,441.23
SAL03277,INV00750,76,2025-12-01,346.76
SAL03278,INV02916,6,2021-03-18,444.65
SAL03279,INV11365,46,2021-01-19,346.53
SAL03280,INV00951,97,2022-09-04,346.69
SAL03281,INV14983,19,2024-03-09,113.12
SAL03282,INV07616,57,2024-05-19,292.89
SAL03283,INV07152,57,2021-08-08,62.43
SAL03284,INV00027,61,2022-11-18,431.46
SAL03285,INV05282,74,2022-08-06,380.32
SAL03286,INV12350,54,2023-07-20,371.23
SAL03287,INV06731,18,2024-08-06,401.55
SAL03288,INV03658,49,2024-01-18,45.97
SAL03289,INV13938,57,2023-12-10,480.62
SAL03290,INV13022,55,2023-10-09,424.89
SAL03291,INV14956,56,2025-12-27,488.18
SAL03292,INV08036,39,2021-10-02,392.25
SAL03293,INV14340,12,2025-10-09,158.11
SAL03294,INV09726,57,2023-10-30,11.73
SAL03295,INV03986,79,2023-08-17,291.75
SAL03296,INV04963,36,2022-07-13,480.42
SAL03297,INV10079,53,2022-01-30,220.65
SAL03298,INV02946,80,2025-07-15,411.81
SAL03299,INV02507,85,2021-08-19,347.41
SAL03300,INV04804,92,2022-11-09,105.07
SAL03301,INV09209,26,2021-11-29,54.2
SAL03302,INV04612,69,2025-02-06,185.57
SAL03303,INV14569,15,2023-07-29,79.62
SAL03304,INV09151,74,2024-08-20,405.32
SAL03305,INV05019,54,2022-06-11,383.32
SAL03306,INV04159,83,2025-01-11,343.25
SAL03307,INV06333,75,2022-01-17,277.27
SAL03308,INV11274,56,2021-01-29,175.87
SAL03309,INV01903,43,2025-02-17,334.47
SAL03310,INV07819,48,2022-11-22,406.87
SAL03311,INV11485,4,2025-06-08,350.69
SAL03312,INV14376,89,2022-08-28,269.45
SAL03313,INV03642,83,2024-03-08,198.98
SAL03314,INV09902,16,2024-10-13,252.22
SAL03315,INV01124,5,2025-03-31,55.63
SAL03316,INV05420,92,2022-01-31,143.83
SAL03317,INV02447,15,2021-12-26,199.25
SAL03318,INV02387,6,2024-06-05,302.48
SAL03319,INV11616,99,2025-10-20,135.07
SAL03320,INV05244,70,2024-08-01,450.95
SAL03321,INV00188,75,2023-04-11,481.1
SAL03322,INV05672,72,2025-08-21,401.59
SAL03323,INV06368,98,2023-05-26,62.2
SAL03324,INV08915,60,2023-11-22,491.8
SAL03325,INV08014,22,2022-11-03,277.84
SAL03326,INV06776,2,2021-06-27,423.42
SAL03327,INV08371,6,2023-04-01,125.12
SAL03328,INV07876,23,2024-10-02,455.04
SAL03329,INV03234,52,2021-07-15,439.24
