InventoryID,SupplyID,QuantityAvailable,InventoryDate
INV03845,SUP00557,83,2021-12-17
INV03846,SUP03666,367,2021-06-19
INV03847,SUP14188,121,2023-10-21
INV03848,SUP16895,99,2025-09-28
INV03849,SUP10706,241,2023-06-08
INV03850,SUP10948,353,2024-08-13
INV03851,SUP06737,365,2025-05-26
INV03852,SUP15704,164,2022-11-10
INV03853,SUP12953,44,2024-03-04
INV03854,SUP06789,30,2025-10-24
INV03855,SUP00018,221,2021-07-15
INV03856,SUP03429,107,2023-12-18
INV03857,SUP03948,84,2021-03-29
INV03858,SUP00135,227,2022-04-16
INV03859,SUP07724,108,2022-03-09
INV03860,SUP06661,178,2025-11-13
INV03861,SUP10667,353,2024-11-18
INV03862,SUP04125,163,2025-12-23
INV03863,SUP10459,356,2024-03-06
INV03864,SUP02720,398,2023-09-01
INV03865,SUP04622,289,2022-07-10
INV03866,SUP08659,139,2021-04-06
INV03867,SUP18459,276,2021-06-02
INV03868,SUP13737,63,2024-11-02
INV03869,SUP06768,12,2022-07-29
INV03870,SUP17683,156,2024-01-18
INV03871,SUP08080,313,2024-02-29
INV03872,SUP09784,259,2024-09-09
INV03873,SUP02747,241,2021-03-09
INV03874,SUP19815,381,2022-01-03
INV03875,SUP11608,269,2025-10-08
INV03876,SUP06534,142,2022-10-07
INV03877,SUP09753,394,2021-02-02
INV03878,SUP19372,202,2022-03-01
INV03879,SUP18395,307,2024-04-17
INV03880,SUP11929,40,2021-10-23
INV03881,SUP16619,278,2025-03-21
INV03882,SUP11502,324,2025-08-08
INV03883,SUP19853,137,2024-12-30
INV03884,SUP18296,135,2025-08-09
INV03885,SUP19299,241,2023-03-27
INV03886,SUP19410,53,2021-06-07
INV03887,SUP12993,397,2022-09-05
INV03888,SUP05904,346,2021-11-29
INV03889,SUP18300,172,2024-02-29
INV03890,SUP02087,241,2022-05-08
INV03891,SUP03513,38,2024-03-06
INV03892,SUP01886,153,2025-09-06
INV03893,SUP10036,80,2025-10-06
INV03894,SUP14771,224,2023-03-08
INV03895,SUP13949,325,2024-10-18
INV03896,SUP14825,28,2024-01-13
INV03897,SUP07932,96,2022-11-11
INV03898,SUP10532,128,2023-02-26
INV03899,SUP09702,382,2025-03-28
INV03900,SUP18484,59,2025-02-23
INV03901,SUP02756,261,2021-10-14
INV03902,SUP11495,333,2025-06-07
INV03903,SUP03062,292,2024-11-12
INV03904,SUP14967,52,2025-01-23
INV03905,SUP06357,10,2021-06-10
INV03906,SUP03549,62,2023-10-23
INV03907,SUP14450,384,2025-03-07
INV03908,SUP13246,92,2022-12-10
INV03909,SUP00444,294,2021-04-20
INV03910,SUP04708,250,2021-07-20
INV03911,SUP01331,248,2023-06-15
INV03912,SUP13811,237,2022-04-21
INV03913,SUP10228,348,2025-09-14
INV03914,SUP05268,381,2021-06-05
INV03915,SUP00425,285,2022-11-29
INV03916,SUP00330,107,2024-05-24
INV03917,SUP04026,240,2025-04-24
INV03918,SUP03893,119,2024-06-11
INV03919,SUP05689,236,2024-05-04
INV03920,SUP04457,69,2023-03-24
INV03921,SUP02245,351,2025-05-04
INV03922,SUP11609,290,2022-10-31
INV03923,SUP00401,106,2021-03-02
INV03924,SUP19810,388,2024-07-22
INV03925,SUP16703,328,2022-07-14
INV03926,SUP13911,212,2025-05-24
INV03927,SUP06809,157,2023-07-12
INV03928,SUP11702,57,2023-10-02
INV03929,SUP05265,254,2022-04-13
INV03930,SUP11220,253,2022-12-30
INV03931,SUP00488,398,2024-02-07
INV03932,SUP15714,251,2023-02-08
INV03933,SUP00334,10,2023-06-04
INV03934,SUP14589,390,2022-01-16
INV03935,SUP13247,119,2024-10-24
INV03936,SUP14451,97,2024-04-14
INV03937,SUP09710,218,2024-09-15
INV03938,SUP03794,123,2023-02-18
INV03939,SUP08493,141,2021-06-25
INV03940,SUP18814,94,2025-05-01
INV03941,SUP06249,207,2024-06-20
INV03942,SUP18255,249,2022-08-28
INV03943,SUP05560,11,2025-06-23
INV03944,SUP10440,156,2022-05-20
INV03945,SUP18322,386,2024-12-31
INV03946,SUP08892,186,2021-05-31
INV03947,SUP08412,126,2021-06-18
INV03948,SUP01230,362,2022-07-03
INV03949,SUP13007,384,2021-11-12
INV03950,SUP16694,288,2023-02-18
INV03951,SUP15559,307,2024-12-28
INV03952,SUP00005,142,2025-05-25
INV03953,SUP00986,179,2024-07-22
INV03954,SUP15148,60,2021-11-12
INV03955,SUP19209,182,2025-02-23
INV03956,SUP11474,126,2023-03-09
INV03957,SUP19212,227,2022-10-11
INV03958,SUP18593,319,2023-01-09
INV03959,SUP03251,129,2021-08-07
INV03960,SUP09271,280,2021-07-07
INV03961,SUP13403,42,2021-01-11
INV03962,SUP02625,265,2022-09-24
INV03963,SUP10624,97,2023-06-30
INV03964,SUP06331,35,2023-01-08
INV03965,SUP15291,64,2025-04-09
INV03966,SUP00723,30,2022-07-07
INV03967,SUP15614,166,2021-07-29
INV03968,SUP05140,122,2021-09-29
INV03969,SUP05032,195,2021-06-28
INV03970,SUP13150,379,2022-01-19
INV03971,SUP08774,315,2023-06-02
INV03972,SUP14741,217,2023-07-09
INV03973,SUP16820,254,2024-02-15
INV03974,SUP15507,177,2024-02-11
INV03975,SUP09088,231,2023-11-16
INV03976,SUP19557,165,2023-04-16
INV03977,SUP03353,47,2021-07-31
INV03978,SUP02127,370,2021-02-23
INV03979,SUP13732,38,2021-07-03
INV03980,SUP19375,202,2022-12-26
INV03981,SUP08594,163,2024-02-10
INV03982,SUP13802,177,2021-07-10
INV03983,SUP02590,26,2024-05-07
INV03984,SUP14782,266,2024-05-09
INV03985,SUP14989,297,2025-05-26
INV03986,SUP09702,106,2022-10-27
INV03987,SUP06079,308,2025-11-04
INV03988,SUP19297,279,2023-02-28
INV03989,SUP12163,143,2021-01-26
INV03990,SUP04225,70,2022-08-21
INV03991,SUP08462,207,2023-04-28
INV03992,SUP04862,16,2023-03-06
INV03993,SUP18061,265,2025-05-15
INV03994,SUP00436,197,2021-06-23
INV03995,SUP18906,377,2025-01-24
INV03996,SUP18762,264,2024-02-20
INV03997,SUP16259,21,2022-05-13
INV03998,SUP08686,56,2024-03-17
INV03999,SUP05581,320,2023-12-04
INV04000,SUP11236,174,2021-12-14
INV04001,SUP02680,373,2024-11-04
INV04002,SUP10993,31,2023-02-19
INV04003,SUP17091,168,2021-12-14
INV04004,SUP19076,321,2021-10-12
INV04005,SUP09253,178,2022-07-05
INV04006,SUP19930,320,2022-09-09
INV04007,SUP07518,24,2022-07-04
INV04008,SUP09551,210,2023-10-07
INV04009,SUP15109,268,2021-10-26
INV04010,SUP00743,222,2021-05-10
INV04011,SUP15841,283,2021-12-09
INV04012,SUP08757,72,2023-06-10
INV04013,SUP16885,47,2022-07-20
INV04014,SUP12861,144,2023-05-13
INV04015,SUP01499,10,2022-09-06
INV04016,SUP01873,103,2023-09-19
INV04017,SUP14898,159,2025-05-22
INV04018,SUP04795,276,2021-06-07
INV04019,SUP03897,212,2023-01-10
INV04020,SUP08777,354,2022-05-31
INV04021,SUP14798,63,2022-05-21
INV04022,SUP01004,72,2025-01-16
INV04023,SUP03137,53,2024-07-04
INV04024,SUP17082,368,2023-10-13
INV04025,SUP07236,83,2024-05-01
INV04026,SUP00463,214,2024-06-16
INV04027,SUP15631,41,2022-02-05
INV04028,SUP04652,237,2023-07-27
INV04029,SUP08691,252,2021-08-08
INV04030,SUP11663,315,2021-10-05
INV04031,SUP01229,243,2022-09-16
INV04032,SUP07245,275,2021-01-14
INV04033,SUP14866,113,2023-03-22
INV04034,SUP08063,307,2022-11-12
INV04035,SUP18688,387,2025-09-20
INV04036,SUP11482,33,2024-06-24
INV04037,SUP14967,302,2023-02-18
INV04038,SUP06472,141,2025-07-05
INV04039,SUP11992,290,2025-11-01
INV04040,SUP02162,178,2022-11-06
INV04041,SUP14988,199,2023-06-21
INV04042,SUP19607,107,2022-11-17
INV04043,SUP16248,223,2023-06-01
INV04044,SUP14875,244,2025-07-29
INV04045,SUP10018,335,2025-08-14
INV04046,SUP02212,358,2025-10-27
INV04047,SUP06300,55,2024-08-26
INV04048,SUP05571,40,2024-05-02
INV04049,SUP07147,181,2021-10-06
INV04050,SUP04974,30,2022-09-08
INV04051,SUP01801,360,2022-10-19
INV04052,SUP01365,358,2024-05-20
INV04053,SUP13106,134,2024-11-24
INV04054,SUP07885,183,2022-02-16
INV04055,SUP11852,391,2023-09-09
INV04056,SUP09971,30,2022-10-06
INV04057,SUP02366,396,2021-12-30
INV04058,SUP04764,215,2023-03-27
INV04059,SUP12805,156,2022-10-16
INV04060,SUP08971,303,2022-08-20
INV04061,SUP09717,173,2025-02-14
INV04062,SUP08301,12,2024-11-24
INV04063,SUP15175,224,2024-07-20
INV04064,SUP19851,134,2023-10-03
INV04065,SUP18978,356,2024-03-25
INV04066,SUP04544,19,2025-05-21
INV04067,SUP07823,208,2022-05-12
INV04068,SUP07428,388,2022-10-30
INV04069,SUP09316,186,2023-02-10
INV04070,SUP10929,109,2022-07-29
INV04071,SUP06715,253,2025-07-31
INV04072,SUP05924,289,2025-05-29
INV04073,SUP00193,360,2023-03-16
INV04074,SUP11793,89,2023-01-18
INV04075,SUP04712,388,2021-08-22
INV04076,SUP08919,89,2024-02-29
INV04077,SUP01006,324,2022-02-14
INV04078,SUP03779,196,2024-04-27
INV04079,SUP18704,117,2024-01-23
INV04080,SUP07992,33,2022-01-04
INV04081,SUP05975,304,2024-10-28
INV04082,SUP10107,303,2025-04-22
INV04083,SUP10475,24,2024-02-01
INV04084,SUP10208,285,2021-02-25
INV04085,SUP05830,218,2025-01-29
INV04086,SUP16614,137,2023-08-04
INV04087,SUP16927,259,2024-12-21
INV04088,SUP19329,48,2022-03-06
INV04089,SUP10461,390,2023-06-17
INV04090,SUP11466,234,2025-06-22
INV04091,SUP10223,14,2022-08-20
INV04092,SUP12038,66,2025-08-30
INV04093,SUP12727,10,2024-11-19
INV04094,SUP03010,72,2021-05-22
INV04095,SUP18046,80,2025-08-05
INV04096,SUP06298,39,2025-10-03
INV04097,SUP09569,149,2025-06-18
INV04098,SUP02920,392,2025-06-17
INV04099,SUP18715,157,2023-04-18
INV04100,SUP06700,187,2024-10-10
INV04101,SUP07846,388,2023-10-20
INV04102,SUP16907,230,2021-10-13
INV04103,SUP18061,302,2024-07-21
INV04104,SUP08773,137,2022-09-13
INV04105,SUP05959,25,2022-05-11
INV04106,SUP13165,11,2022-06-02
INV04107,SUP13668,271,2024-09-10
INV04108,SUP05315,138,2021-11-12
INV04109,SUP10518,126,2025-01-04
INV04110,SUP02830,99,2023-05-17
INV04111,SUP04103,212,2025-06-05
INV04112,SUP14469,337,2023-02-12
INV04113,SUP00161,143,2021-06-01
INV04114,SUP11916,304,2023-07-09
INV04115,SUP05946,216,2024-05-09
INV04116,SUP03619,102,2023-09-09
INV04117,SUP14368,69,2024-04-07
INV04118,SUP06517,118,2023-04-01
INV04119,SUP04733,136,2023-12-31
INV04120,SUP19504,172,2023-11-04
INV04121,SUP16829,20,2025-11-17
INV04122,SUP01014,196,2024-11-17
INV04123,SUP01097,264,2023-05-07
INV04124,SUP11337,125,2024-01-19
INV04125,SUP15097,109,2021-03-17
INV04126,SUP12618,233,2025-06-08
INV04127,SUP09801,235,2023-01-07
INV04128,SUP00251,240,2024-12-07
INV04129,SUP03093,327,2025-07-22
INV04130,SUP14535,113,2024-01-05
INV04131,SUP05524,354,2024-05-01
INV04132,SUP15026,276,2024-07-30
INV04133,SUP19411,317,2021-06-24
INV04134,SUP17557,57,2021-08-12
INV04135,SUP06058,395,2025-04-24
INV04136,SUP14306,118,2022-05-24
INV04137,SUP11626,341,2024-09-08
INV04138,SUP10910,88,2024-09-23
INV04139,SUP01726,250,2022-12-29
INV04140,SUP09248,334,2021-12-07
INV04141,SUP18604,82,2024-08-18
INV04142,SUP01291,221,2024-06-08
INV04143,SUP03736,308,2021-04-01
INV04144,SUP09200,293,2024-02-28
INV04145,SUP13931,247,2024-08-14
INV04146,SUP09816,211,2024-10-19
INV04147,SUP01211,42,2024-08-17
INV04148,SUP15387,238,2023-03-30
INV04149,SUP07470,288,2025-03-22
INV04150,SUP03819,357,2022-11-11
INV04151,SUP11331,296,2025-06-19
INV04152,SUP14483,137,2023-06-01
INV04153,SUP07922,42,2021-08-05
INV04154,SUP08417,63,2021-01-22
INV04155,SUP17299,44,2021-07-21
INV04156,SUP13544,378,2022-06-14
INV04157,SUP15809,70,2022-03-31
INV04158,SUP04802,385,2023-11-12
INV04159,SUP18572,388,2025-03-10
INV04160,SUP04859,392,2023-11-29
INV04161,SUP03325,346,2024-02-17
INV04162,SUP01691,209,2024-04-03
INV04163,SUP08555,18,2024-11-09
INV04164,SUP17636,377,2024-03-24
INV04165,SUP05537,296,2022-03-29
INV04166,SUP06566,177,2023-07-02
INV04167,SUP06724,197,2023-02-06
INV04168,SUP04248,148,2023-03-13
INV04169,SUP07413,63,2023-08-07
INV04170,SUP12150,88,2025-05-01
INV04171,SUP02729,295,2024-10-23
INV04172,SUP00529,140,2024-04-20
INV04173,SUP19680,386,2024-11-15
INV04174,SUP06832,57,2023-10-22
INV04175,SUP00655,315,2021-11-05
INV04176,SUP02209,340,2022-12-08
INV04177,SUP14666,336,2021-02-20
INV04178,SUP17412,383,2023-09-16
INV04179,SUP06817,303,2021-08-03
INV04180,SUP03241,66,2022-08-29
INV04181,SUP19773,219,2023-05-02
INV04182,SUP14306,340,2021-06-25
INV04183,SUP18261,77,2021-08-26
INV04184,SUP01296,314,2025-08-30
INV04185,SUP06788,150,2025-02-04
INV04186,SUP08016,390,2021-10-18
INV04187,SUP09686,206,2022-12-15
INV04188,SUP13966,34,2022-10-01
INV04189,SUP09786,272,2022-12-04
INV04190,SUP13827,319,2023-07-22
INV04191,SUP12252,388,2025-05-26
INV04192,SUP15581,70,2022-02-28
INV04193,SUP10312,89,2023-12-04
INV04194,SUP07936,302,2023-09-17
INV04195,SUP17295,62,2022-12-15
INV04196,SUP14260,132,2023-09-03
INV04197,SUP01581,45,2021-07-19
INV04198,SUP14326,92,2023-06-17
INV04199,SUP01238,180,2025-01-18
INV04200,SUP03797,256,2024-11-27
INV04201,SUP17699,309,2023-07-16
INV04202,SUP04178,163,2022-10-16
INV04203,SUP18225,329,2021-05-18
INV04204,SUP11819,216,2022-09-07
INV04205,SUP03821,152,2021-04-02
INV04206,SUP15672,305,2025-07-18
INV04207,SUP06264,41,2024-12-26
INV04208,SUP04690,293,2021-08-24
INV04209,SUP02639,315,2021-02-16
INV04210,SUP07973,291,2025-10-06
INV04211,SUP12727,374,2022-12-04
INV04212,SUP03195,63,2024-08-20
INV04213,SUP05952,206,2021-08-12
INV04214,SUP13501,140,2024-10-18
INV04215,SUP04819,37,2025-06-27
INV04216,SUP13979,150,2021-12-03
INV04217,SUP08815,387,2025-02-25
INV04218,SUP12140,131,2022-05-15
INV04219,SUP02842,270,2023-11-23
INV04220,SUP09229,62,2021-12-24
INV04221,SUP12331,291,2024-02-05
INV04222,SUP15408,369,2021-11-24
INV04223,SUP06171,201,2022-11-09
INV04224,SUP13687,21,2024-02-21
INV04225,SUP19452,291,2023-05-24
INV04226,SUP01912,171,2023-08-05
INV04227,SUP16129,208,2022-04-20
INV04228,SUP17211,206,2025-06-22
INV04229,SUP13589,310,2023-04-10
INV04230,SUP03000,218,2024-07-13
INV04231,SUP00484,76,2022-01-13
INV04232,SUP05824,147,2022-01-17
INV04233,SUP18889,92,2024-08-04
INV04234,SUP06067,66,2024-09-08
INV04235,SUP10702,382,2023-06-05
INV04236,SUP02084,118,2023-03-22
INV04237,SUP12104,113,2021-03-01
INV04238,SUP03957,309,2025-02-19
INV04239,SUP00385,139,2024-06-11
INV04240,SUP12886,73,2025-12-14
INV04241,SUP09704,97,2022-02-09
INV04242,SUP01224,212,2023-07-10
INV04243,SUP17344,65,2024-04-27
INV04244,SUP01474,123,2023-05-30
INV04245,SUP15750,56,2023-03-08
INV04246,SUP09669,204,2021-01-10
INV04247,SUP09019,175,2024-12-14
INV04248,SUP18484,354,2022-03-16
INV04249,SUP02533,350,2022-02-26
INV04250,SUP16887,216,2022-07-25
INV04251,SUP12939,42,2025-03-21
INV04252,SUP08929,195,2024-12-12
INV04253,SUP19961,237,2025-07-15
INV04254,SUP00852,97,2025-06-19
INV04255,SUP04149,92,2021-05-09
INV04256,SUP10745,266,2024-03-28
INV04257,SUP17753,193,2021-07-28
INV04258,SUP09115,280,2025-06-26
INV04259,SUP01313,274,2025-11-21
INV04260,SUP16814,349,2024-01-05
INV04261,SUP05705,224,2022-01-18
INV04262,SUP06004,201,2023-01-20
INV04263,SUP13376,180,2022-10-30
INV04264,SUP01134,145,2022-02-08
INV04265,SUP10322,262,2023-07-27
INV04266,SUP10371,17,2021-08-22
INV04267,SUP09720,252,2022-06-22
INV04268,SUP16382,118,2024-10-05
INV04269,SUP18505,321,2025-11-02
INV04270,SUP00874,399,2023-09-30
INV04271,SUP16685,214,2023-12-17
INV04272,SUP08996,311,2024-08-01
INV04273,SUP16709,244,2022-10-04
INV04274,SUP02733,132,2024-05-07
INV04275,SUP05037,78,2023-03-07
INV04276,SUP14622,164,2024-06-05
INV04277,SUP15099,373,2023-03-15
INV04278,SUP16968,305,2024-04-17
INV04279,SUP17274,343,2021-08-22
INV04280,SUP07097,154,2022-12-14
INV04281,SUP13038,353,2022-12-22
INV04282,SUP13600,290,2025-09-28
INV04283,SUP09790,152,2023-07-27
INV04284,SUP11116,165,2024-06-18
INV04285,SUP13232,270,2021-12-20
INV04286,SUP17129,159,2025-07-25
INV04287,SUP01489,171,2024-10-11
INV04288,SUP19480,175,2024-12-16
INV04289,SUP02798,154,2025-06-28
INV04290,SUP13362,17,2022-09-02
INV04291,SUP13245,376,2024-06-12
INV04292,SUP16026,279,2024-04-23
INV04293,SUP18331,10,2021-06-23
INV04294,SUP15070,129,2024-10-08
INV04295,SUP13533,293,2021-10-02
INV04296,SUP11806,280,2022-10-04
INV04297,SUP13037,46,2021-08-30
INV04298,SUP16447,267,2022-05-04
INV04299,SUP13577,346,2022-09-18
INV04300,SUP08886,294,2021-08-28
INV04301,SUP07120,240,2022-01-10
INV04302,SUP01727,291,2023-02-04
INV04303,SUP15347,306,2024-11-21
INV04304,SUP18675,126,2021-10-17
INV04305,SUP11738,72,2023-11-13
INV04306,SUP13093,274,2023-03-07
INV04307,SUP01388,73,2023-05-07
INV04308,SUP00342,354,2024-05-06
INV04309,SUP11142,157,2021-10-10
INV04310,SUP16579,99,2024-03-23
INV04311,SUP05810,234,2023-02-25
INV04312,SUP19993,59,2023-05-17
INV04313,SUP08282,207,2022-01-16
INV04314,SUP07585,383,2023-09-24
INV04315,SUP02888,48,2024-07-25
INV04316,SUP15070,26,2024-01-06
INV04317,SUP17800,122,2024-11-21
INV04318,SUP01051,338,2024-08-14
INV04319,SUP18506,392,2021-12-21
INV04320,SUP05682,23,2024-02-11
INV04321,SUP11991,135,2021-12-08
INV04322,SUP02628,93,2023-09-30
INV04323,SUP06099,96,2022-08-15
INV04324,SUP02246,11,2021-10-15
INV04325,SUP07601,23,2022-01-19
INV04326,SUP17283,309,2022-10-07
INV04327,SUP17424,394,2025-09-21
INV04328,SUP04151,278,2023-07-13
INV04329,SUP16511,11,2024-06-22
INV04330,SUP18107,23,2021-04-20
INV04331,SUP06692,262,2025-11-08
INV04332,SUP10628,253,2023-01-06
INV04333,SUP15751,333,2021-01-20
INV04334,SUP01538,160,2023-09-20
INV04335,SUP06998,123,2021-10-07
INV04336,SUP08511,94,2022-02-04
INV04337,SUP11332,168,2025-07-28
INV04338,SUP00402,59,2023-02-26
INV04339,SUP03363,82,2024-02-25
INV04340,SUP13720,205,2023-11-02
INV04341,SUP18450,196,2024-08-30
INV04342,SUP05853,103,2023-10-11
INV04343,SUP12328,210,2023-04-18
INV04344,SUP15185,273,2024-11-03
INV04345,SUP08758,79,2023-10-05
INV04346,SUP04556,23,2023-05-02
INV04347,SUP15754,66,2024-12-25
INV04348,SUP18929,331,2025-09-17
INV04349,SUP02333,199,2023-06-29
INV04350,SUP09866,135,2023-09-28
INV04351,SUP19813,169,2021-12-09
INV04352,SUP03530,212,2021-06-19
INV04353,SUP01767,172,2024-03-03
INV04354,SUP01473,130,2021-03-05
INV04355,SUP19748,297,2025-06-18
INV04356,SUP01956,250,2025-04-08
INV04357,SUP13553,90,2022-03-28
INV04358,SUP18930,21,2022-08-22
INV04359,SUP11960,10,2021-03-08
INV04360,SUP16375,374,2022-07-17
INV04361,SUP03289,48,2022-04-06
INV04362,SUP04004,202,2024-01-07
INV04363,SUP09145,72,2022-08-15
INV04364,SUP07897,192,2021-12-11
INV04365,SUP08582,253,2025-05-18
INV04366,SUP07021,20,2023-07-26
INV04367,SUP01549,169,2024-03-04
INV04368,SUP01278,117,2025-03-01
INV04369,SUP11413,257,2025-05-02
INV04370,SUP00490,36,2025-04-18
INV04371,SUP14412,247,2023-10-12
INV04372,SUP03643,21,2024-01-31
INV04373,SUP14223,276,2023-11-13
INV04374,SUP14139,168,2021-08-20
INV04375,SUP01643,363,2024-03-18
INV04376,SUP03210,134,2021-08-22
INV04377,SUP05245,394,2022-07-03
INV04378,SUP11812,107,2025-05-07
INV04379,SUP16741,209,2024-01-18
INV04380,SUP17650,184,2025-08-14
INV04381,SUP11909,373,2023-01-22
INV04382,SUP12391,137,2024-01-16
INV04383,SUP05186,325,2025-08-12
INV04384,SUP10006,87,2025-03-30
INV04385,SUP19187,117,2021-03-27
INV04386,SUP18083,123,2025-04-06
INV04387,SUP14996,35,2025-01-12
INV04388,SUP00631,51,2023-06-23
INV04389,SUP19247,79,2024-01-24
INV04390,SUP04306,135,2022-03-24
INV04391,SUP05783,212,2023-05-21
INV04392,SUP08082,49,2021-07-29
INV04393,SUP06157,275,2025-02-16
INV04394,SUP18122,63,2025-08-27
INV04395,SUP17788,114,2024-08-31
INV04396,SUP05094,133,2025-03-19
INV04397,SUP16360,97,2022-05-22
INV04398,SUP16006,197,2022-09-02
INV04399,SUP09499,166,2025-11-27
INV04400,SUP04360,348,2021-03-08
INV04401,SUP15605,77,2023-07-11
INV04402,SUP07744,46,2022-06-23
INV04403,SUP13022,345,2022-12-15
INV04404,SUP17082,344,2025-11-01
INV04405,SUP17732,128,2025-07-31
INV04406,SUP15806,43,2021-06-28
INV04407,SUP09563,326,2023-06-19
INV04408,SUP16982,121,2025-11-08
INV04409,SUP10931,154,2021-08-29
INV04410,SUP11162,372,2025-05-08
INV04411,SUP08694,282,2025-07-21
INV04412,SUP14381,231,2022-05-01
INV04413,SUP18807,286,2022-03-06
INV04414,SUP01599,267,2025-07-19
INV04415,SUP12203,43,2025-02-19
INV04416,SUP05653,102,2024-04-19
INV04417,SUP04436,31,2024-11-12
INV04418,SUP04655,224,2022-12-20
INV04419,SUP03657,144,2025-10-30
INV04420,SUP15413,28,2024-12-26
INV04421,SUP18143,227,2024-06-03
INV04422,SUP17978,63,2024-07-19
INV04423,SUP06713,397,2023-05-27
INV04424,SUP05629,40,2021-12-06
INV04425,SUP04179,394,2024-06-15
INV04426,SUP14186,273,2021-10-13
INV04427,SUP02021,17,2025-05-27
INV04428,SUP12165,225,2022-02-28
INV04429,SUP04480,357,2025-07-25
INV04430,SUP18516,278,2022-02-28
INV04431,SUP15666,67,2025-07-08
INV04432,SUP05553,85,2021-05-02
INV04433,SUP05353,168,2024-03-13
INV04434,SUP06944,281,2022-12-20
INV04435,SUP14728,80,2023-12-27
INV04436,SUP19400,385,2022-07-30
INV04437,SUP12924,215,2024-05-07
INV04438,SUP05845,329,2024-01-09
INV04439,SUP07406,178,2021-12-11
INV04440,SUP12917,186,2022-10-25
INV04441,SUP02236,101,2024-12-12
INV04442,SUP05823,245,2022-08-23
INV04443,SUP16853,80,2022-08-16
INV04444,SUP09849,81,2024-03-18
INV04445,SUP00182,108,2022-07-02
INV04446,SUP06548,144,2025-10-24
INV04447,SUP15725,165,2023-11-20
INV04448,SUP08908,324,2024-10-23
INV04449,SUP09761,211,2025-07-28
INV04450,SUP12558,282,2021-07-15
INV04451,SUP19102,124,2021-10-05
INV04452,SUP02327,239,2025-03-17
INV04453,SUP13961,177,2025-05-29
INV04454,SUP08010,18,2023-04-23
INV04455,SUP02052,101,2021-05-02
INV04456,SUP05806,54,2022-07-22
INV04457,SUP07922,334,2025-11-11
INV04458,SUP13346,131,2024-09-05
INV04459,SUP13386,87,2021-09-17
INV04460,SUP18226,224,2024-12-07
INV04461,SUP10552,323,2025-11-09
INV04462,SUP19342,161,2021-09-29
INV04463,SUP19947,134,2022-05-27
INV04464,SUP12261,226,2021-10-27
INV04465,SUP14507,350,2024-12-27
INV04466,SUP13703,169,2022-10-22
INV04467,SUP02147,258,2025-08-24
INV04468,SUP15037,284,2022-05-22
INV04469,SUP12268,10,2025-04-09
INV04470,SUP08306,27,2025-09-24
INV04471,SUP12949,76,2024-10-16
INV04472,SUP15505,204,2023-03-16
INV04473,SUP12964,380,2023-09-30
INV04474,SUP14213,181,2021-10-19
INV04475,SUP06996,243,2024-03-28
INV04476,SUP09115,64,2024-07-19
INV04477,SUP19411,244,2022-07-05
INV04478,SUP00842,266,2024-07-09
INV04479,SUP06713,267,2023-04-29
INV04480,SUP10218,75,2023-02-08
INV04481,SUP18440,193,2023-07-15
INV04482,SUP04780,133,2021-06-04
INV04483,SUP03863,46,2024-07-21
INV04484,SUP09558,168,2025-06-16
INV04485,SUP09245,278,2025-12-08
INV04486,SUP10871,397,2025-04-24
INV04487,SUP16336,216,2021-07-10
INV04488,SUP14047,373,2023-04-06
INV04489,SUP05402,389,2023-11-22
INV04490,SUP13369,105,2025-03-16
INV04491,SUP03552,88,2022-07-24
INV04492,SUP18276,95,2024-11-23
INV04493,SUP17964,151,2025-12-02
INV04494,SUP04104,380,2023-01-26
INV04495,SUP07658,386,2023-07-21
INV04496,SUP10131,378,2023-09-27
INV04497,SUP12110,376,2022-11-02
INV04498,SUP16135,377,2024-04-06
INV04499,SUP03522,126,2021-01-06
INV04500,SUP01733,389,2025-11-15
INV04501,SUP09615,313,2025-05-05
INV04502,SUP10498,71,2025-10-01
INV04503,SUP02866,277,2025-02-09
INV04504,SUP12010,198,2021-07-10
INV04505,SUP01177,230,2025-02-05
INV04506,SUP17255,122,2023-07-28
INV04507,SUP16110,329,2024-07-24
INV04508,SUP14976,343,2024-09-22
INV04509,SUP01658,23,2024-11-29
INV04510,SUP06260,286,2023-01-04
INV04511,SUP13097,236,2025-10-08
INV04512,SUP16330,135,2021-05-10
INV04513,SUP17149,271,2025-06-18
INV04514,SUP00870,299,2023-12-31
INV04515,SUP10507,88,2023-03-26
INV04516,SUP08826,206,2022-03-23
INV04517,SUP19217,235,2023-05-30
INV04518,SUP11270,146,2025-08-17
INV04519,SUP03897,195,2022-03-10
INV04520,SUP01026,132,2023-10-11
INV04521,SUP01881,354,2022-07-04
INV04522,SUP03231,128,2022-10-24
INV04523,SUP06648,289,2025-08-24
INV04524,SUP07299,177,2022-08-04
INV04525,SUP18846,304,2022-11-23
INV04526,SUP12547,337,2024-01-26
INV04527,SUP19967,314,2024-03-29
INV04528,SUP18551,174,2021-09-25
INV04529,SUP01282,264,2024-03-05
INV04530,SUP01107,149,2025-10-12
INV04531,SUP05690,191,2023-09-21
INV04532,SUP08219,282,2025-06-03
INV04533,SUP05853,153,2022-12-05
INV04534,SUP00850,44,2024-10-29
INV04535,SUP12092,119,2025-04-11
INV04536,SUP11631,264,2021-04-10
INV04537,SUP11613,367,2021-04-05
INV04538,SUP04784,363,2021-07-23
INV04539,SUP03717,202,2024-07-06
INV04540,SUP13074,133,2025-05-25
INV04541,SUP19127,385,2025-09-10
INV04542,SUP18017,106,2023-07-31
